Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
282090,Kirishimayama,17111,Confirmed Eruption,Ohachi,2,?,,1184,,2,,7,,Historical Observations,,,,,,,,31.934,130.862
283190,Zaozan [Zaosan],17951,Confirmed Eruption,Okama,2,?,,1183,,5,?,28,,Historical Observations,,,,,,,,38.144,140.44
284010,Izu-Oshima,18177,Confirmed Eruption,,4,,?,1183,,0,,0,,Varve Count,,,,,,,,34.724,139.394
263200,Dieng Volcanic Complex,15769,Confirmed Eruption,,,,,1180,100,0,,0,,Radiocarbon (uncorrected),,,,,,,,-7.2,109.879
283050,Hakusan,17474,Uncertain Eruption,,3,?,,1177,,5,,18,,,,,,,,,,36.155,136.771
282090,Kirishimayama,17110,Uncertain Eruption,,2,?,,1175,,1,?,0,,,,,,,,,,31.934,130.862
332020,Mauna Loa,10171,Confirmed Eruption,NE rift zone,0,,?,1170,,0,,0,,Radiocarbon (uncorrected),,,,,,,,19.475,-155.608
283020,Hakoneyama,17386,Confirmed Eruption,Owakudani,,,,1170,100,0,,0,,Radiocarbon (corrected),,,,,,,,35.233,139.021
282090,Kirishimayama,17109,Confirmed Eruption,Ohachi,2,?,,1167,,0,,0,,Historical Observations,,,,,,,,31.934,130.862
245010,Taveuni,14847,Confirmed Eruption,Southern Taveuni (Vana Kei Vuna),2,,,1160,150,0,,0,,Radiocarbon (corrected),,,,,,,,-16.82,-179.97
313030,Redoubt,20375,Confirmed Eruption,,,,,1160,75,0,,0,,Varve Count,,,,,,,,60.485,-152.742
284040,Miyakejima,18258,Confirmed Eruption,NE flank?,3,,,1154,,11,,0,,Historical Observations,,,,,,,,34.094,139.526
332040,Hualalai,10250,Confirmed Eruption,"NW rift zone (Puu Alauawa, Nahaha)",0,,?,1150,,0,,0,,Tephrochronology,,,,,,,,19.692,-155.87
323110,Mono Lake Volcanic Field,20659,Confirmed Eruption,Paoha Island,,,,1150,200,0,,0,,Hydration Rind,,,,,,,,38,-119.03
311310,Makushin,19869,Confirmed Eruption,,,,,1150,500,0,,0,,Tephrochronology,,,,,,,,53.891,-166.923
311110,Kanaga,19709,Confirmed Eruption,,,,,1150,100,0,,0,,Radiocarbon (corrected),,,,,,,,51.923,-177.168
257100,Yasur,15354,Confirmed Eruption,,2,,?,1150,,0,,0,,Radiocarbon (uncorrected),,,,,,,,-19.532,169.447
262000,Krakatau,15585,Confirmed Eruption,,,,,1150,50,0,,0,,Historical Observations,,,,,,,,-6.102,105.423
263250,Merapi,15840,Confirmed Eruption,,,,,1140,150,0,,0,,Radiocarbon (corrected),,,,,,,,-7.54,110.446
332010,Kilauea,19883,Confirmed Eruption,,0,,,1140,75,0,,0,,Radiocarbon (corrected),,,,,,,,19.421,-155.287
332020,Mauna Loa,10170,Confirmed Eruption,SW rift zone,0,,?,1130,,0,,0,,Radiocarbon (uncorrected),,,,,,,,19.475,-155.608
283110,Asamayama,17680,Uncertain Eruption,,,,,1128,,0,,0,,,,,,,,,,36.406,138.523
313030,Redoubt,20374,Confirmed Eruption,,,,,1120,75,0,,0,,Varve Count,,,,,,,,60.485,-152.742
312090,Aniakchak,22140,Confirmed Eruption,East-central caldera (Surprise Cone),,,,1120,80,,,,,Radiocarbon (corrected),,,,,,,,56.88,-158.17
282090,Kirishimayama,17108,Confirmed Eruption,,2,?,,1113,,2,,27,,Historical Observations,,,,,,,,31.934,130.862
284010,Izu-Oshima,18176,Uncertain Eruption,,,,,1112,,11,,18,,,,1112,,12,,26,5,34.724,139.394
282090,Kirishimayama,17107,Confirmed Eruption,Ohachi,2,?,,1112,,3,,9,,Historical Observations,,,,,,,,31.934,130.862
282050,Kuchinoerabujima,16961,Confirmed Eruption,Furudake,,,,1110,75,0,,0,,Radiocarbon (corrected),,,,,,,,30.443,130.217
283110,Asamayama,17679,Confirmed Eruption,,5,,,1108,,8,,29,,Historical Observations,,1108,,10,,0,,36.406,138.523
283230,Akita-Komagatake,18049,Confirmed Eruption,,2,,?,1100,,0,,0,,Tephrochronology,,,,,,,,39.761,140.799
329010,Uinkaret Field,20703,Confirmed Eruption,Little Springs,1,,,1100,75,0,,0,,Anthropology,,,,,,,,36.38,-113.13
282050,Kuchinoerabujima,16960,Confirmed Eruption,Shindake,,,,1100,100,0,,0,,Radiocarbon (corrected),,,,,,,,30.443,130.217
252130,Lolobau,15080,Confirmed Eruption,Hulu,4,,,1100,30,0,,0,,Radiocarbon (uncorrected),,,,,,,,-4.92,151.158
263250,Merapi,15838,Confirmed Eruption,,,,,1090,100,0,,0,,Radiocarbon (corrected),,,,,,,,-7.54,110.446
284040,Miyakejima,18257,Confirmed Eruption,,2,,,1085,,0,,0,,Historical Observations,,,,,,,,34.094,139.526
283030,Fujisan,17445,Confirmed Eruption,,2,?,,1083,,4,,17,,Historical Observations,,,,,,,,35.361,138.728
285081,Mashu,18714,Confirmed Eruption,Kamuinupuri,5,,,1080,100,0,,0,,Radiocarbon (corrected),,,,,,,,43.572,144.561
332060,Haleakala,10290,Confirmed Eruption,North crater wall (Hanakauhi flow),,,,1080,40,0,,0,,Radiocarbon (uncorrected),,,,,,,,20.708,-156.25
329020,San Francisco Volcanic Field,20704,Confirmed Eruption,Sunset Crater and SE-trending fissures,4,?,,1075,25,0,,0,,Magnetism,,,,,,,,35.347,-111.678
251030,Karkar,14940,Confirmed Eruption,South flank (Patilo Cone),,,,1070,200,0,,0,,Radiocarbon (uncorrected),,,,,,,,-4.649,145.964
332020,Mauna Loa,10169,Confirmed Eruption,NE rift zone,0,,?,1070,,0,,0,,Radiocarbon (uncorrected),,,,,,,,19.475,-155.608
323020,Medicine Lake,20648,Confirmed Eruption,Upper east flank (Glass Mountain),3,?,?,1060,,0,,0,,Radiocarbon (corrected),,,,,,,,41.611,-121.554
327040,Markagunt Plateau,20700,Confirmed Eruption,Panguitch Lake,,,<,1050,,0,,0,,,,,,,,,,37.58,-112.67
332010,Kilauea,19882,Confirmed Eruption,Lower east rift zone (NE of Iilewa),1,?,,1050,75,0,,0,,Radiocarbon (uncorrected),,,,,,,,19.421,-155.287
332040,Hualalai,10249,Confirmed Eruption,SSE rift zone (3 km NE of Waha Pele),1,,,1050,100,0,,0,,Radiocarbon (uncorrected),,,,,,,,19.692,-155.87
312130,Ugashik-Peulik,20202,Confirmed Eruption,Peulik,,,,1050,100,0,,0,,Radiocarbon (uncorrected),,,,,,,,57.751,-156.368
312090,Aniakchak,20187,Confirmed Eruption,Vent Mtn and other vents?,,,?,1050,,0,,0,,Tephrochronology,,,,,,,,56.88,-158.17
311080,Tanaga,19692,Confirmed Eruption,Tanaga,,,?,1050,,0,,0,,Radiocarbon (uncorrected),,,,,,,,51.885,-178.146
285050,Tokachidake,18641,Confirmed Eruption,,,,,1050,200,0,,0,,Tephrochronology,,,,,,,,43.418,142.686
252080,Witori,15018,Confirmed Eruption,,,,,1050,100,0,,0,,Tephrochronology,,,,,,,,-5.576,150.516
262000,Krakatau,15584,Confirmed Eruption,,,,,1050,50,0,,0,,Historical Observations,,,,,,,,-6.102,105.423
283050,Hakusan,17473,Confirmed Eruption,Midoriga-ike,3,?,,1042,,0,,0,,Historical Observations,,,,,,,,36.155,136.771
332020,Mauna Loa,10168,Confirmed Eruption,NE rift zone,0,,?,1040,,0,,0,,Radiocarbon (uncorrected),,,,,,,,19.475,-155.608
283030,Fujisan,17444,Confirmed Eruption,"Summit, SSE flank (Nishi-Asakizuka)",2,,,1033,,1,?,19,,Historical Observations,,,,,,,,35.361,138.728
313030,Redoubt,20373,Confirmed Eruption,,,,,1030,75,0,,0,,Varve Count,,,,,,,,60.485,-152.742
255011,Billy Mitchell,15111,Confirmed Eruption,,5,+,,1030,25,0,,0,,Radiocarbon (uncorrected),,,,,,,,-6.092,155.225
282060,Kikai,16991,Confirmed Eruption,Iwo-dake,,,,1030,40,0,,0,,Radiocarbon (uncorrected),,,,,,,,30.793,130.305
245010,Taveuni,14846,Confirmed Eruption,,2,,?,1020,,0,,0,,Tephrochronology,,,,,,,,-16.82,-179.97
332060,Haleakala,10289,Confirmed Eruption,SW rift zone,,,,1020,50,0,,0,,Radiocarbon (uncorrected),,,,,,,,20.708,-156.25
283030,Fujisan,17443,Uncertain Eruption,North flank,,,,1017,,10,,1,30,,,,,,,,,35.361,138.728
332060,Haleakala,10288,Confirmed Eruption,Haleakala crater (Halali'i),,,,1010,40,0,,0,,Radiocarbon (uncorrected),,,,,,,,20.708,-156.25
323020,Medicine Lake,20647,Confirmed Eruption,SW flank (Little Glass Mountain),3,,?,1010,,0,,0,,Radiocarbon (corrected),,,,,,,,41.611,-121.554
282060,Kikai,16990,Confirmed Eruption,Iwo-dake,,,,1010,40,0,,0,,Radiocarbon (uncorrected),,,,,,,,30.793,130.305
263250,Merapi,15837,Confirmed Eruption,,,,,1010,25,0,,0,,Radiocarbon (corrected),,,,,,,,-7.54,110.446
263250,Merapi,15836,Discredited Eruption,,,,,1006,,0,,0,,,,,,,,,,-7.54,110.446
323120,Mono-Inyo Craters,20672,Confirmed Eruption,Mono Craters (dome on NW edge of NW Coulee),,,,1000,200,0,,0,,Hydration Rind,,,,,,,,37.804,-119.029
263280,Kelut,15912,Confirmed Eruption,,3,,,1000,,0,,0,,Historical Observations,,,,,,,,-7.93,112.308
282090,Kirishimayama,17106,Confirmed Eruption,Ohachi,,,?,1000,,0,,0,,Tephrochronology,,,,,,,,31.934,130.862
283030,Fujisan,17442,Confirmed Eruption,South flank ?,2,?,,999,,3,,0,,Historical Observations,,,,,,,,35.361,138.728
283220,Chokaisan,18023,Uncertain Eruption,,,,,999,,0,,0,,,,,,,,,,39.099,140.049
283030,Fujisan,17441,Uncertain Eruption,,,,,993,,9,,1,30,,,,,,,,,35.361,138.728
332060,Haleakala,10287,Confirmed Eruption,East rift zone,,,,990,50,0,,0,,Radiocarbon (uncorrected),,,,,,,,20.708,-156.25
283090,Niigata-Yakeyama,17537,Confirmed Eruption,,,,,989,,0,,0,,Historical Observations,,,,,,,,36.921,138.036
282110,Asosan,17200,Uncertain Eruption,Naka-dake,2,?,,986,,9,,2,,,,,,,,,,32.884,131.104
332060,Haleakala,10286,Confirmed Eruption,Haleakala crater (Puu o ka O'o),,,,980,50,0,,0,,Radiocarbon (uncorrected),,,,,,,,20.708,-156.25
323080,Lassen Volcanic Center,20652,Confirmed Eruption,Chaos Crags,,,,980,300,0,,0,,Radiocarbon (corrected),,,,,,,,40.492,-121.508
282050,Kuchinoerabujima,16959,Confirmed Eruption,Furudake,,,,970,75,0,,0,,Radiocarbon (corrected),,,,,,,,30.443,130.217
283030,Fujisan,17440,Uncertain Eruption,NE flank,,,,952,,3,?,0,,,,,,,,,,35.361,138.728
283170,Adatarayama,17909,Confirmed Eruption,Numanotaira,,,,950,50,0,,0,,Tephrochronology,,,,,,,,37.647,140.281
285050,Tokachidake,18640,Confirmed Eruption,,,,,950,50,0,,0,,Radiocarbon (corrected),,,,,,,,43.418,142.686
285070,Akan,18681,Confirmed Eruption,Me-Akan (Ponmachineshiri),,,?,950,,0,,0,,Tephrochronology,,,,,,,,43.384,144.013
311360,Shishaldin,20055,Confirmed Eruption,,,,?,950,,0,,0,,Radiocarbon (uncorrected),,,,,,,,54.756,-163.97
321040,Adams,20517,Confirmed Eruption,East flank?,2,,?,950,,0,,0,,Tephrochronology,,,,,,,,46.206,-121.49
322020,Jefferson,20578,Confirmed Eruption,S of Jefferson (South Cinder Peak),,,?,950,,0,,0,,Varve Count,,,,,,,,44.674,-121.8
252100,Hargy,15031,Confirmed Eruption,Galloseulo,,,?,950,,0,,0,,Radiocarbon (uncorrected),,,,,,,,-5.33,151.1
252080,Witori,15017,Confirmed Eruption,,,,?,950,,0,,0,,Tephrochronology,,,,,,,,-5.576,150.516
273010,Bulusan,16754,Confirmed Eruption,,,,?,950,,0,,0,,Radiocarbon (uncorrected),,,,,,,,12.769,124.056
262000,Krakatau,15583,Confirmed Eruption,,,,,950,50,0,,0,,Historical Observations,,,,,,,,-6.102,105.423
283220,Chokaisan,18022,Uncertain Eruption,,,,,948,,12,,31,365,,,,,,,,,39.099,140.049
282090,Kirishimayama,17105,Confirmed Eruption,,2,?,,945,,0,,0,,Historical Observations,,,,,,,,31.934,130.862
263250,Merapi,15835,Confirmed Eruption,,3,,,940,100,0,,0,,Radiocarbon (corrected),,,,,,,,-7.54,110.446
332020,Mauna Loa,10167,Confirmed Eruption,NE rift zone,0,,?,940,,0,,0,,Radiocarbon (uncorrected),,,,,,,,19.475,-155.608
283220,Chokaisan,18021,Confirmed Eruption,,,,,939,,5,,15,,Historical Observations,,,,,,,,39.099,140.049
283030,Fujisan,17439,Confirmed Eruption,North flank (Kenmarubi II?),2,,,937,,12,,18,,Historical Observations,,,,,,,,35.361,138.728
284010,Izu-Oshima,18175,Uncertain Eruption,,,,,936,,0,,0,,,,,,,,,,34.724,139.394
283030,Fujisan,17438,Confirmed Eruption,North flank (Kenmarubi I),2,?,,932,,11,,19,,Historical Observations,,,,,,,,35.361,138.728
313010,Augustine,20260,Confirmed Eruption,,,,,930,150,0,,0,,Radiocarbon (corrected),,,,,,,,59.363,-153.43
332040,Hualalai,10248,Confirmed Eruption,NW rift zone (2 km NW of Luamakami),0,,,920,50,0,,0,,Radiocarbon (uncorrected),,,,,,,,19.692,-155.87
283220,Chokaisan,18020,Discredited Eruption,,,,,915,,8,,23,,,,915,,9,,1,,39.099,140.049
283271,Towada,18099,Confirmed Eruption,Goshikiiwa (NE rim Nakanoumi crater),5,,,915,,8,,17,,Historical Observations,,,,,,,,40.51,140.88
332060,Haleakala,10285,Confirmed Eruption,Haleakala crater,,,,910,40,0,,0,,Radiocarbon (uncorrected),,,,,,,,20.708,-156.25
321030,Rainier,20493,Confirmed Eruption,,,,,910,500,0,,0,,Radiocarbon (corrected),,,,,,,,46.853,-121.76
321020,Glacier Peak,20472,Confirmed Eruption,,3,?,,900,50,0,,0,,Radiocarbon (uncorrected),,,,,,,,48.112,-121.113
332010,Kilauea,19881,Confirmed Eruption,,,,,900,50,0,,0,,Tephrochronology,,,,,,,,19.421,-155.287
283050,Hakusan,17472,Uncertain Eruption,,,,?,900,,0,,0,,,,,,,,,,36.155,136.771
283090,Niigata-Yakeyama,17536,Confirmed Eruption,,4,,,887,,0,,0,,Historical Observations,,,,,,,,36.921,138.036
283110,Asamayama,17678,Discredited Eruption,,,,,887,,0,,0,,,,,,,,,,36.406,138.523
284010,Izu-Oshima,18174,Confirmed Eruption,,4,,?,886,,6,?,29,,Historical Observations,,,,,,,,34.724,139.394
284020,Niijima,18249,Confirmed Eruption,Mukai-yama,4,+,,886,,6,,29,,Historical Observations,,,,,,,,34.397,139.27
282070,Ata,17030,Confirmed Eruption,Kaimon,4,,,885,,8,,29,,Historical Observations,,885,,9,,28,,31.22,130.57
283220,Chokaisan,18019,Uncertain Eruption,,,,,884,,7,,26,,,,884,,8,,0,,39.099,140.049
283190,Zaozan [Zaosan],17950,Confirmed Eruption,Okama,3,,?,884,,0,,0,,Historical Observations,,,,,,,,38.144,140.44
283050,Hakusan,17471,Uncertain Eruption,,,,,884,,0,,0,,,,,,,,,,36.155,136.771
282070,Ata,17029,Uncertain Eruption,Kaimon,2,?,,882,,11,,0,,,,,,,,,,31.22,130.57
245010,Taveuni,14845,Confirmed Eruption,,2,,?,880,,0,,0,,Tephrochronology,,,,,,,,-16.82,-179.97
323080,Lassen Volcanic Center,20651,Confirmed Eruption,Chaos Crags,,,,880,300,0,,0,,Radiocarbon (corrected),,,,,,,,40.492,-121.508
282070,Ata,17028,Confirmed Eruption,Kaimon,4,,,874,,3,,29,,Historical Observations,,874,,7,?,0,,31.22,130.57
283220,Chokaisan,18018,Confirmed Eruption,,2,,,871,,5,,5,,Historical Observations,,,,,,,,39.099,140.049
283030,Fujisan,17437,Confirmed Eruption,,2,?,,870,,8,,0,,Historical Observations,,,,,,,,35.361,138.728
284180,Alamagan,18526,Confirmed Eruption,,4,,,870,100,0,,0,,Radiocarbon (uncorrected),,,,,,,,17.6,145.83
263250,Merapi,15834,Confirmed Eruption,,,,,870,100,0,,0,,Radiocarbon (corrected),,,,,,,,-7.54,110.446
282110,Asosan,17199,Confirmed Eruption,Naka-dake,2,,,867,,6,?,20,,Historical Observations,,,,,,,,32.884,131.104
282130,Yufu-Tsurumi,17368,Confirmed Eruption,,3,,,867,,3,,4,,Historical Observations,,867,,5,,4,15,33.282,131.39
282070,Ata,17027,Uncertain Eruption,Kaimon,2,?,,866,,5,,0,,,,,,,,,,31.22,130.57
282110,Asosan,17198,Confirmed Eruption,Naka-dake,3,?,,864,,11,,9,,Historical Observations,,,,,,,,32.884,131.104
283030,Fujisan,17436,Confirmed Eruption,"NW flank (Nagao-yama, Kudari-yama)",3,,,864,,6,?,12,,Historical Observations,,866,,2,,1,30,35.361,138.728
283220,Chokaisan,18017,Uncertain Eruption,,3,,,861,,5,,0,,,,,,,,,,39.099,140.049
282070,Ata,17026,Uncertain Eruption,Kaimon,2,?,,860,,4,,0,,,,,,,,,,31.22,130.57
282100,Unzendake,17172,Uncertain Eruption,,,,,860,,0,,0,,,,,,,,,,32.761,130.299
283050,Hakusan,17470,Uncertain Eruption,,,,,859,,0,,0,,,,,,,,,,36.155,136.771
282090,Kirishimayama,17104,Confirmed Eruption,,2,?,,858,,0,,0,,Historical Observations,,,,,,,,31.934,130.862
283220,Chokaisan,18016,Uncertain Eruption,,,,,857,,5,,0,,,,,,,,,,39.099,140.049
282090,Kirishimayama,17103,Confirmed Eruption,,2,?,,857,,0,,0,,Historical Observations,,,,,,,,31.934,130.862
283220,Chokaisan,18015,Uncertain Eruption,,,,,856,,0,,0,,,,,,,,,,39.099,140.049
284020,Niijima,18248,Confirmed Eruption,Achi-yama,2,,?,856,,0,,0,,Historical Observations,?,857,,0,,0,,34.397,139.27
284010,Izu-Oshima,18173,Confirmed Eruption,,4,,?,854,,9,?,14,,Historical Observations,?,856,,0,,0,,34.724,139.394
283050,Hakusan,17469,Uncertain Eruption,,,,,853,,0,,0,,,,,,,,,,36.155,136.771
284040,Miyakejima,18256,Confirmed Eruption,Oyama and East flank (Mi-ike maar),4,,?,850,,0,,0,,Historical Observations,,,,,,,,34.094,139.526
284050,Hachijojima,18296,Confirmed Eruption,Nishi-yama summit and SE flank,,,,850,200,0,,0,,Radiocarbon (corrected),,,,,,,,33.137,139.766
285090,Shiretoko-Iozan,18726,Confirmed Eruption,,,,,850,500,0,,0,,Tephrochronology,,,,,,,,44.133,145.161
323010,Shasta,20636,Confirmed Eruption,,,,?,850,,0,,0,,Radiocarbon (uncorrected),,,,,,,,41.409,-122.193
332010,Kilauea,19878,Confirmed Eruption,,0,,,850,150,0,,0,,Radiocarbon (corrected),,,,,,,,19.421,-155.287
311110,Kanaga,19708,Confirmed Eruption,,,,,850,200,0,,0,,Radiocarbon (corrected),,,,,,,,51.923,-177.168
263140,Galunggung,15717,Uncertain Eruption,,,,,850,50,0,,0,,,,,,,,,,-7.25,108.058
262000,Krakatau,15582,Confirmed Eruption,,,,,850,50,0,,0,,Historical Observations,,,,,,,,-6.102,105.423
257100,Yasur,15183,Confirmed Eruption,,,,,850,300,0,,0,,Radiocarbon (uncorrected),,,,,,,,-19.532,169.447
315030,Churchill,20422,Confirmed Eruption,,6,,,847,1,,,,,Tephrochronology,,,,,,,,61.38,-141.75
282090,Kirishimayama,17102,Confirmed Eruption,,2,?,,843,,0,,0,,Historical Observations,,848,,0,,0,,31.934,130.862
323020,Medicine Lake,20646,Confirmed Eruption,SW flank (Paint Pot Crater),,,?,840,,0,,0,,Radiocarbon (corrected),,,,,,,,41.611,-121.554
283220,Chokaisan,18014,Uncertain Eruption,,,,,839,,10,,14,,,,,,,,,,39.099,140.049
284030,Kozushima,17576,Confirmed Eruption,Tenjo-san,4,,,838,,8,?,2,,Historical Observations,,,,,,,,34.219,139.153
284010,Izu-Oshima,18172,Confirmed Eruption,"Summit, SE flank",3,,?,838,,8,?,0,,Historical Observations,,,,,,,,34.724,139.394
283200,Naruko,17994,Confirmed Eruption,,1,,,837,,5,,27,,Historical Observations,,,,,,,,38.729,140.734
282090,Kirishimayama,17101,Confirmed Eruption,Ohachi,3,,,837,,0,,0,,Historical Observations,?,839,,0,,0,,31.934,130.862
284040,Miyakejima,18255,Confirmed Eruption,,3,,,832,,6,,23,,Historical Observations,,,,,,,,34.094,139.526
284030,Kozushima,18253,Uncertain Eruption,,,,,832,,0,,0,,,,,,,,,,34.219,139.153
283220,Chokaisan,18013,Confirmed Eruption,,,,,830,,1,,0,,Historical Observations,,,,,,,,39.099,140.049
283030,Fujisan,17435,Confirmed Eruption,NW flank (Koriana),2,,,830,,0,,0,,Historical Observations,,,,,,,,35.361,138.728
323020,Medicine Lake,20645,Confirmed Eruption,North flank,,,?,830,,0,,0,,Radiocarbon (corrected),,,,,,,,41.611,-121.554
332020,Mauna Loa,10166,Confirmed Eruption,Mokuaweoweo and NW flank,0,,?,830,,0,,0,,Radiocarbon (uncorrected),,,,,,,,19.475,-155.608
282060,Kikai,16989,Confirmed Eruption,Iwo-dake,,,,830,40,0,,0,,Radiocarbon (uncorrected),,,,,,,,30.793,130.305
283030,Fujisan,17434,Confirmed Eruption,,2,?,,826,,12,,31,30,Historical Observations,,,,,,,,35.361,138.728
284010,Izu-Oshima,18171,Confirmed Eruption,,3,,?,822,,0,,0,,Varve Count,,,,,,,,34.724,139.394
283220,Chokaisan,18012,Confirmed Eruption,,,,,817,7,0,,0,,Historical Observations,,,,,,,,39.099,140.049
283090,Niigata-Yakeyama,17535,Confirmed Eruption,,,,?,813,,0,,0,,Historical Observations,,,,,,,,36.921,138.036
332020,Mauna Loa,10165,Confirmed Eruption,Mokuaweoweo,0,,?,810,,0,,0,,Radiocarbon (uncorrected),,,,,,,,19.475,-155.608
261080,Sinabung,22270,Confirmed Eruption,SE flank,,,,810,70,,,,,Radiocarbon (corrected),,,,,,,,3.17,98.392
283260,Akita-Yakeyama,18077,Uncertain Eruption,,,,,807,,11,,1,,,,,,,,,,39.964,140.757
283230,Akita-Komagatake,18048,Confirmed Eruption,,3,,?,807,,0,,0,,Historical Observations,,,,,,,,39.761,140.799
283160,Bandaisan,17894,Confirmed Eruption,O-Bandai,3,,,806,,0,,0,,Historical Observations,,,,,,,,37.601,140.072
283220,Chokaisan,18011,Uncertain Eruption,,,,,804,,0,,0,,,,806,,0,,0,,39.099,140.049
283030,Fujisan,17433,Confirmed Eruption,"Summit, NE and NW flanks (Tenjin-yama)",4,,,800,,4,,11,,Historical Observations,,802,,2,>,6,,35.361,138.728
283140,Nikko-Shiranesan,17856,Confirmed Eruption,,,,?,800,,0,,0,,Tephrochronology,,,,,,,,36.799,139.376
323080,Lassen Volcanic Center,20650,Confirmed Eruption,Chaos Crags,,,,800,300,0,,0,,Radiocarbon (corrected),,,,,,,,40.492,-121.508
252040,Dakataua,20981,Confirmed Eruption,,,,,800,60,,,,,Radiocarbon (uncorrected),,,,,,,,-5.094,150.094
282110,Asosan,17197,Uncertain Eruption,Naka-dake,0,?,,796,,8,,0,,,,,,,,,,32.884,131.104
332060,Haleakala,10284,Confirmed Eruption,Haleakala crater (Puu Nole),,,,790,50,0,,0,,Radiocarbon (uncorrected),,,,,,,,20.708,-156.25
282090,Kirishimayama,17100,Confirmed Eruption,Ohachi (Katazoe Scoria),4,,,788,,4,,18,,Historical Observations,,,,,,,,31.934,130.862
283030,Fujisan,17432,Confirmed Eruption,,3,,,781,,7,,0,,Historical Observations,,781,,7,,0,,35.361,138.728
323020,Medicine Lake,20644,Confirmed Eruption,NE caldera rim (Mt. Hoffman area),,,?,780,,0,,0,,Radiocarbon (corrected),,,,,,,,41.611,-121.554
321050,St. Helens,20539,Confirmed Eruption,NE flank (Sugar Bowl),,,,780,300,0,,0,,Radiocarbon (uncorrected),,,,,,,,46.2,-122.18
282080,Aira,17049,Confirmed Eruption,,0,?,,778,,0,,0,,Historical Observations,,,,,,,,31.593,130.657
283040,Ontakesan,17456,Uncertain Eruption,,,,,774,,0,,0,,,,,,,,,,35.893,137.48
283190,Zaozan [Zaosan],17949,Uncertain Eruption,Okama,,,,773,,11,?,0,,,,,,,,,,38.144,140.44
282130,Yufu-Tsurumi,17367,Confirmed Eruption,,0,,,771,,0,,0,,Historical Observations,,,,,,,,33.282,131.39
332040,Hualalai,10247,Confirmed Eruption,SSE rift zone (4.5 km NW of Waha Pele,1,,,770,200,0,,0,,Radiocarbon (uncorrected),,,,,,,,19.692,-155.87
282070,Ata,17025,Confirmed Eruption,Kaimon,4,,?,770,,0,,0,,Tephrochronology,,,,,,,,31.22,130.57
245010,Taveuni,14844,Confirmed Eruption,,2,,?,770,,0,,0,,Tephrochronology,,,,,,,,-16.82,-179.97
282080,Aira,17048,Confirmed Eruption,,3,^,,766,,7,,20,,Historical Observations,,,,,,,,31.593,130.657
282080,Aira,17047,Confirmed Eruption,East flank (Nabe-yama),4,,,764,,1,,0,,Historical Observations,,,,,,,,31.593,130.657
282060,Kikai,16988,Confirmed Eruption,Iwo-dake,3,,?,750,,0,,0,,Tephrochronology,,,,,,,,30.793,130.305
282043,Kuchinoshima,16950,Confirmed Eruption,,,,,750,50,0,,0,,Radiocarbon (corrected),,,,,,,,29.968,129.926
284040,Miyakejima,18254,Confirmed Eruption,NE flank,3,,,750,50,0,,0,,Radiocarbon (corrected),,,,,,,,34.094,139.526
282090,Kirishimayama,17099,Confirmed Eruption,Ohachi,3,,,742,,12,,28,,Historical Observations,,,,,,,,31.934,130.862
264040,Tambora,16230,Confirmed Eruption,,,,,740,150,0,,0,,Radiocarbon (uncorrected),,,,,,,,-8.25,118
251030,Karkar,14939,Confirmed Eruption,,4,P,?,730,,0,,0,,Radiocarbon (uncorrected),,,,,,,,-4.649,145.964
282070,Ata,17024,Confirmed Eruption,Kaimon,4,,?,720,,0,,0,,Tephrochronology,,,,,,,,31.22,130.57
313030,Redoubt,20372,Confirmed Eruption,,,,,720,75,0,,0,,Varve Count,,,,,,,,60.485,-152.742
283030,Fujisan,17431,Confirmed Eruption,"NW flank (Kori-ike, Hakudairyuo)",2,,,720,100,0,,0,,Radiocarbon (uncorrected),,,,,,,,35.361,138.728
283220,Chokaisan,18010,Uncertain Eruption,,,,,717,,7,,0,,,,,,,,,,39.099,140.049
282080,Aira,17046,Confirmed Eruption,,3,^,,716,,0,,0,,Historical Observations,,718,,0,,0,,31.593,130.657
284010,Izu-Oshima,18170,Confirmed Eruption,"Summit, N & S flanks",3,,?,713,,0,,0,,Varve Count,,,,,,,,34.724,139.394
282080,Aira,17045,Uncertain Eruption,,3,?,,712,,0,,0,,,,,,,,,,31.593,130.657
283220,Chokaisan,18009,Confirmed Eruption,,,,,711,3,0,,0,,Historical Observations,,,,,,,,39.099,140.049
252080,Witori,15016,Confirmed Eruption,,6,,,710,75,0,,0,,Radiocarbon (uncorrected),,,,,,,,-5.576,150.516
282080,Aira,13772,Confirmed Eruption,,3,^,,708,,0,,0,,Historical Observations,,,,,,,,31.593,130.657
283050,Hakusan,17468,Confirmed Eruption,,,,,706,,9,?,0,,Historical Observations,,,,,,,,36.155,136.771
283080,Midagahara,17528,Uncertain Eruption,,,,,704,,0,,0,,,,,,,,,,36.571,137.59
284010,Izu-Oshima,18169,Confirmed Eruption,,3,,?,700,,0,,0,,Varve Count,,,,,,,,34.724,139.394
285080,Kussharo,18724,Confirmed Eruption,Atosanupuri,,,?,700,,0,,0,,Tephrochronology,,,,,,,,43.615,144.427
